algorithm,epsilon,L1error,L1error_sd,time,time_sd
1,0.01,1.7223659286796602,0.26914645316247804,0.043558597564697266,0.0013374680631935234
1,0.02,0.6450732776160946,0.20046160329995288,0.04200927416483561,0.0004777553909627149
1,0.05,0.33142419697440423,0.05208394515337594,0.04292893409729004,0.0008139869609084617
1,0.1,0.37282154462188516,0.07627198481882332,0.04153275489807129,0.000335730779523727
1,0.2,0.12559321099002793,0.018776637273435984,0.041639089584350586,0.0009148087222677231
1,0.5,0.07704603237440355,0.020169723116483653,0.04142928123474121,0.0008285174494594125
1,1.0,0.03958064999550696,0.003970665783670371,0.04182704289754232,0.00014580803072666843
1,2.0,0.02775295474780882,0.009478661020196167,0.04124267896016439,0.0008795139842671332
1,5.0,0.01093482926875749,0.0006767302956910704,0.05574162801106771,0.006007380642547476
1,10.0,0.007276211883128214,0.0004264619195504709,0.04461828867594401,0.0015518670543536214
2,0.01,1.653799063737843,0.02044518765918966,0.0423283576965332,0.0027218266180419216
2,0.02,1.452166606649859,0.10254829182751621,0.03914507230122884,0.0004747924809344446
2,0.05,1.2027607730164416,0.016411469868242805,0.03894360860188802,0.0002736713207995491
2,0.1,0.9571720081622818,0.06235258808203236,0.038755337397257485,0.00032857623029987695
2,0.2,0.6222062177409641,0.0939057963059263,0.038677374521891274,0.0001460207342735445
2,0.5,0.33489377025566935,0.03631249800314272,0.03822867075602213,0.00020267882247412486
2,1.0,0.13631016684671773,0.005623520156351541,0.038286288579305015,0.0006389211448785363
2,2.0,0.05173448565598334,0.005334464304340392,0.038656393686930336,0.0001411772665376263
2,5.0,0.01212339455047414,0.00045675903470029005,0.037615696589152016,0.00036626041498109016
2,10.0,0.0025447125195054644,0.00039153778490697466,0.03758899370829264,9.693336983264395e-05
