algorithm,epsilon,L1error,L1error_sd,time,time_sd
1,0.01,1.1045179776827965,0.1478107415508115,0.010922431945800781,0.0004969075999259991
1,0.02,1.2383586225127456,0.5478853385219641,0.01097559928894043,0.0001821712455217055
1,0.05,0.8908231261656782,0.1974786339650978,0.010806957880655924,0.00014793231891993872
1,0.1,0.6032018385227476,0.14119242152026784,0.01104132334391276,7.538359974821055e-05
1,0.2,0.3490975796524946,0.028627749458235468,0.010855992635091146,0.00013700673854992273
1,0.5,0.18230517354106013,0.014907685667512636,0.010894298553466797,0.0001505380018666821
1,1.0,0.13071127919510836,0.0013798424531622812,0.010924339294433594,0.00010806456341639923
1,2.0,0.086245195413025,0.008560775515023124,0.01075132687886556,9.476977739496436e-05
1,5.0,0.039944112491354315,0.0019126716140910774,0.01076968510945638,0.00021694032457323037
1,10.0,0.023061444092396757,0.000407862947379695,0.011027892430623373,0.00011195021046117693
2,0.01,1.6565003513703518,0.26043970654996557,0.009981393814086914,0.0007058101672483589
2,0.02,1.7712813305223782,0.09105504386374032,0.009497324625651041,0.00010588529114631036
2,0.05,1.7069102834387528,0.007547259054805185,0.009352922439575195,8.500639380679673e-05
2,0.1,1.2807683298196368,0.19778931275437459,0.009492953618367514,3.311263188679959e-06
2,0.2,0.9177793394237596,0.05365773755876485,0.009388605753580729,9.730756379659709e-05
2,0.5,0.4400093698758478,0.038668423021550886,0.009344657262166342,4.470770427417587e-05
2,1.0,0.32822675099554827,0.01657806178840669,0.00926510492960612,7.674864863893845e-05
2,2.0,0.16284844225813958,0.008034088024446348,0.009322802225748697,1.2655413490204146e-05
2,5.0,0.042164441321152483,0.003001286929594177,0.0090789794921875,7.338568790786575e-05
2,10.0,0.006933708128367295,0.00035058865184108223,0.009119351704915365,0.00010489375852639661
