algorithm,epsilon,L1error,L1error_sd,time,time_sd
1,0.01,1.6190476190476188,0.5387480237611789,0.0012319882710774739,0.0004915226823169246
1,0.02,1.3333333333333333,0.47140452079103157,0.0008579889933268229,1.1900778800541487e-05
1,0.05,1.3333333333333333,0.47140452079103157,0.0008222262064615885,4.000619868615073e-05
1,0.1,1.6668832162544194,0.24272569362697624,0.0008166631062825521,1.691745542416883e-05
1,0.2,1.6666666666666667,0.47140452079103157,0.0008093516031901041,4.001898443058323e-05
1,0.5,1.0771810099022763,0.10915043096145126,0.0007867018381754557,3.8597473406622283e-05
1,1.0,1.5714285714285714,0.420560041253707,0.0008381207784016927,2.1118856414416895e-05
1,2.0,1.2271912162783185,0.36764840056404613,0.0008087158203125,1.701981382138705e-05
1,5.0,1.6150432972006967,0.2645513378175056,0.0008226235707600912,2.0684634341217466e-05
1,10.0,0.4885278788162187,0.318035655807063,0.0008370876312255859,1.4962863331810387e-05
2,0.01,1.238095238095238,0.1781741612749495,0.0010855992635091145,0.00019224584964776486
2,0.02,1.3809523809523807,0.3563483225498991,0.0009556611378987631,5.3221070057753894e-05
2,0.05,1.3809523809523807,0.3563483225498991,0.0009328524271647135,3.505825201688254e-06
2,0.1,1.4285714285714286,0.30860669992418377,0.0009160041809082031,2.8737764088780335e-05
2,0.2,1.3809523809523807,0.44160088073789056,0.0011069774627685547,0.00023428779659152995
2,0.5,1.5714285714285712,0.2332847374079217,0.0009512901306152344,1.2256353790700913e-05
2,1.0,1.238095238095238,0.5512303287042963,0.0009195804595947266,5.408827313478328e-06
2,2.0,1.8095238095238095,0.26937401188058946,0.0009136199951171875,1.3763726503268879e-05
2,5.0,0.8571428571428571,0.4665694748158434,0.0009393692016601562,2.8628767153821064e-05
2,10.0,0.8095238095238094,0.4416008807378906,0.0010380744934082031,0.00010791296519470284
3,0.01,1.2857142857142858,0.5084322977157766,0.0052712758382161455,0.0064061380754121214
3,0.02,1.3333333333333333,0.4714045207910317,0.0007230440775553385,1.6368708341470718e-05
3,0.05,1.0952380952380951,0.24281045302822776,0.0006957054138183594,1.3580793290416987e-05
3,0.1,1.3333333333333333,0.47140452079103157,0.0020960172017415366,0.0019454434539520177
3,0.2,1.142857142857143,0.20203050891044216,0.000690619150797526,2.570305129495657e-06
3,0.5,1.6666666666666667,0.4714045207910316,0.0006957054138183594,1.248912892695312e-05
3,1.0,2.0,1.2819751242557092e-16,0.0006906986236572266,1.3755464135438795e-05
3,2.0,1.8095238095238095,0.26937401188058946,0.0059350331624348955,0.007401275749900643
3,5.0,1.740130823842725,0.36751051336434093,0.0006973743438720703,1.9651824030871274e-05
3,10.0,1.1209499655585875,0.6296223632665768,0.0006922880808512369,5.756161677752119e-06
4,0.01,46.11838725570866,4.358570252917083,0.013422966003417969,0.015809738594568582
4,0.02,25.540830534740127,10.26158888328571,0.0021712779998779297,1.8331892763844572e-05
4,0.05,17.923883022945738,13.046432376883722,0.002537329991658529,0.00023351208936065297
4,0.1,7.400357555568115,8.207286677588264,0.006174325942993164,0.005076932778495069
4,0.2,4.073556701771623,1.9857687648409765,0.0026146570841471353,1.3711774715544191e-05
4,0.5,5.175218931923283,2.99072917796927,0.004031658172607422,0.0041813624100782
4,1.0,1.518021066734499,0.6684785219495205,0.0010866324106852214,4.128812017873805e-05
4,2.0,1.574822490313631,0.690418115071327,0.0010833740234375,2.2931190986842526e-05
4,5.0,1.1139330966571566,0.47385797853755623,0.0010463396708170574,1.7438091270652502e-05
4,10.0,1.1730398776397226,0.4532660000587185,0.001041412353515625,3.339959801160892e-05
5,0.01,25.867463883473565,35.16790468583143,0.0014445781707763672,0.0004006289681717249
5,0.02,7.171783953729757,8.728220571401264,0.0011990070343017578,1.528980163272946e-05
5,0.05,4.879866677181428,5.953234598631462,0.0012822151184082031,0.00013980534247325346
5,0.1,2.3660202029449233,1.931844297480358,0.0011295477549235027,7.011650403376508e-06
5,0.2,1.0,0.0,0.0011903444925944011,1.269726615299961e-05
